Unnamed: 0,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,review_year,review_month,availability_category
8002,35691741,Family Studio Room for 4: Timberhostel,201835424,Chuangchan,Ratchathewi,13.75242,100.52831,Hotel room,1350,1,9,2022-07-17,0.23,3,351,2,2022.0,7,Very High (271-365 days)
8003,35694710,30days!  Sukhumvit NANA spacious 1BR 2PPL near BTS,201677068,Curry,Ratchathewi,13.75094,100.55632,Entire home/apt,1466,3,42,2022-12-02,0.98,228,339,12,2022.0,12,Very High (271-365 days)
8004,35694963,30days!  Sukhumvit NANA spacious 1BR 2PPL near BTS,201677068,Curry,Ratchathewi,13.75035,100.55438,Entire home/apt,1466,3,55,2022-07-26,1.29,228,360,1,2022.0,7,Very High (271-365 days)
8007,35195679,New Modern 1 Bedroom near MRT RAMA 9,233942660,Kritsana,Din Daeng,13.755749,100.563263,Entire home/apt,1490,1,113,2022-12-20,2.64,6,126,75,2022.0,12,Moderat (91-180 days)
8012,35211033,Stylist House Bangkok 15 min to Chaina Town,147884203,View & Duck,Phra Nakhon,13.75965,100.50355,Private room,2000,1,29,2022-10-03,0.67,4,357,2,2022.0,10,Very High (271-365 days)
8017,35696286,The Tree RIO（F35）地铁 精装公寓 近大皇宫湄南河景、天空无边网红泳池（No.1）,239642322,Sunshine,Bang Phlat,13.79955,100.50522,Entire home/apt,600,30,7,2022-02-10,0.17,2,54,2,2022.0,2,Low (0-90 days)
8026,35217030,中文服务 豪华五星公寓37层天空游泳池 3分钟BTS 步行可达暹罗商圈:水门市场尚泰世界百货暹罗广场,193633157,Sen,Ratchathewi,13.75,100.53389,Entire home/apt,1780,7,37,2022-10-09,0.86,2,0,3,2022.0,10,
8035,35498278,Apartment in Bangkok near Ekamai / Thonglor (B6),198104201,Korn,Khlong Toei,13.71474,100.58214,Private room,450,3,15,2022-11-23,0.37,2,95,5,2022.0,11,Moderat (91-180 days)
8036,35223476,曼谷温馨公寓,223297934,Luo,Bang Na,13.66099,100.60649,Entire home/apt,717,90,4,2022-09-30,0.09,2,362,2,2022.0,9,Very High (271-365 days)
8037,35224670,B3 Cosy Studio /5 guests/ Near MRT/full kitchen,6330956,Tan,Bang Sue,13.8232,100.53216,Entire home/apt,1385,1,39,2022-07-16,0.91,8,180,1,2022.0,7,Moderat (91-180 days)
8038,35236920,2BR！New! Near The Grand Palace/ASOK Station/4PPL,201677068,Curry,Khlong Toei,13.73548,100.5569,Entire home/apt,5143,1,72,2022-12-07,1.66,228,361,33,2022.0,12,Very High (271-365 days)
8042,35244124,曼谷地铁汇狂站出口5分钟 曼谷最大火车夜市 建兴酒家 代购按摩街 金东尼人妖秀 华人中文必住民宿31,105689479,Taosiam,Huai Khwang,13.77898,100.57692,Private room,600,1,24,2022-02-21,0.56,34,102,1,2022.0,2,Moderat (91-180 days)
8045,35252466,F5 曼谷市中心豪华两室一厅公寓/ASOK/ terminal 21 /素坤逸地铁站/无边泳池,235135484,Shin,Khlong Toei,13.73649,100.55711,Entire home/apt,4054,1,115,2022-12-13,2.64,21,25,41,2022.0,12,Low (0-90 days)
8046,35254095,"Comfortable Chateau RAMA 8, Choa Phraya view",52053618,Sue,Bang Phlat,13.77126,100.49198,Entire home/apt,1424,15,13,2022-12-24,0.31,4,216,2,2022.0,12,High (181-270 days)
8047,35254234,"Private comfy room near MRT, wifi/Netflix/pool/gym",39487575,Saifon,Bang Sue,13.82014,100.52977,Entire home/apt,800,5,38,2022-12-20,0.88,2,296,11,2022.0,12,Very High (271-365 days)
8048,35255025,New Cozy Condo near Fashion Island Mall,184339795,Atikun,Khan Na Yao,13.83518,100.66019,Entire home/apt,555,2,40,2022-12-17,0.93,4,139,18,2022.0,12,Moderat (91-180 days)
8050,35698200,1 BR Lumphini Park Nawamin-Si Burapha 201,268520465,Nutchai,Bueng Kum,13.79326,100.65317,Entire home/apt,364,30,2,2022-11-11,0.05,3,226,1,2022.0,11,High (181-270 days)
8051,35699161,3 Bedrooms Suite @The TEPP Bangkok.,266460265,Bhurit,Bang Na,13.65747,100.62132,Private room,4500,1,9,2022-07-24,0.21,9,351,1,2022.0,7,Very High (271-365 days)
8056,35266441,25place48m2,75488619,Roungsab,Phaya Thai,13.79471,100.54915,Entire home/apt,780,1,13,2022-12-19,0.3,1,318,6,2022.0,12,Very High (271-365 days)
8060,35523277,Apartment45 Hostel (Standard Room),210398751,Kanin,Sathon,13.72055,100.5491,Hotel room,900,2,26,2022-11-26,0.61,6,149,9,2022.0,11,Moderat (91-180 days)
8063,35718379,New Gorgeous Condo with Pool+WiFi - 5 mins. to MRT,158355231,Sasithorn,Chatu Chak,13.8148,100.57507,Entire home/apt,699,1,29,2022-11-26,0.69,3,303,18,2022.0,11,Very High (271-365 days)
8065,35719416,"New Condo with Pool+WiFi, 5-min to MRT Ladprao",158355231,Sasithorn,Chatu Chak,13.81467,100.57745,Entire home/apt,765,1,36,2022-08-17,0.88,3,303,6,2022.0,8,Very High (271-365 days)
8066,35549959,Mövenpick Residences Ekkamai Bangkok,267480571,Movenpick Residences,Vadhana,13.74071,100.58754,Entire home/apt,4000,1,1,2022-07-23,0.19,2,359,1,2022.0,7,Very High (271-365 days)
8068,35280504,大两居室|尚泰世界百货|暹罗广场|四面佛|步行可达 五星公寓私人电梯 37层无边泳池 350米BTS,193633157,Sen,Ratchathewi,13.75265,100.53562,Entire home/apt,2980,3,55,2022-11-27,1.29,2,3,14,2022.0,11,Low (0-90 days)
8069,35289895,Prime area:  BTS-Ratchathewi+15mins to Siam Centre,98295312,Andy,Ratchathewi,13.74951,100.5506,Entire home/apt,1880,7,7,2022-12-11,0.19,1,80,5,2022.0,12,Low (0-90 days)
8070,35554985,Cosy house /3 bedroom/ 3min to BTS/ICONSIAM 中文,248970213,Shoes Maker Home,Khlong San,13.72252,100.49554,Entire home/apt,2600,2,66,2022-12-25,1.53,1,195,30,2022.0,12,High (181-270 days)
8073,35562164,Deluxe Room near Night Market,44305808,Lek Boonsiri,Vadhana,13.71879,100.58662,Private room,1023,1,1,2022-10-14,0.39,41,179,1,2022.0,10,Moderat (91-180 days)
8076,35564642,Condo For Rent -The Nest Sukhumvit 22-THB 870/n,267567602,Kridsana,Khlong Toei,13.7239,100.56399,Entire home/apt,870,30,9,2022-11-30,0.22,1,276,6,2022.0,11,Very High (271-365 days)
8077,35724325,4 Bedrooms with Pool House*BTS* near Iconsiam,68079399,Joyce,Khlong San,13.71871,100.5022,Entire home/apt,6000,1,2,2022-12-27,0.05,2,325,1,2022.0,12,Very High (271-365 days)
8084,35580183,Deluxe King Room w/ shared bathroom: Timberhostel,201835424,Chuangchan,Ratchathewi,13.75242,100.52831,Hotel room,750,1,10,2022-11-26,0.24,3,322,5,2022.0,11,Very High (271-365 days)
8085,35580331,Stylish One-Bedroom Apartment near BTS Phyathai,112970036,Tip,Ratchathewi,13.75703,100.52863,Private room,1200,3,10,2022-10-25,0.24,4,96,2,2022.0,10,Moderat (91-180 days)
8094,35583778,"Stay Monomer, the ideal location (12 Female) 05",56782854,Off,Ratchathewi,13.75284,100.53124,Shared room,400,1,1,2022-10-13,0.39,24,242,1,2022.0,10,High (181-270 days)
8097,35584773,How can we be a better,267744696,Na,Sathon,13.71651,100.51843,Entire home/apt,3200,1,1,2022-06-28,0.16,1,181,1,2022.0,6,High (181-270 days)
8101,35755071,"Living Naraa,Sathorn/Near BRT/ Sathorn&Silom",237763185,"Living Naraa,",Sathon,13.7148,100.5306,Private room,600,1,21,2022-12-10,0.49,5,168,10,2022.0,12,Moderat (91-180 days)
8110,35592844,"Free Wi-Fi, cheap food, next to The Mall Bang Khae",188297598,สุนนท์,Bang Khae,13.71429,100.4103,Entire home/apt,550,3,1,2022-01-28,0.09,1,89,1,2022.0,1,Low (0-90 days)
8113,35598168,3BR-Vintage House/10pax★Full Kitchen★4N-FreePickup,267819250,Dunah,Bang Kapi,13.75049,100.62575,Entire home/apt,3643,2,20,2022-08-02,0.48,1,357,3,2022.0,8,Very High (271-365 days)
8115,35297351,"Sweet Room, Acozyposhtel DonMuang Airport Bangkok",176795569,Suporn,Don Mueang,13.94167,100.61188,Hotel room,623,1,25,2022-12-24,0.58,8,341,2,2022.0,12,Very High (271-365 days)
8119,35622578,Cozy 1 BR Green Condo III @Punnawithi BTS station,33648272,Jeenie,Phra Khanong,13.69321,100.61393,Entire home/apt,750,6,24,2022-12-12,0.56,22,327,6,2022.0,12,Very High (271-365 days)
8124,35302965,Family room 3-4 people (1 extra bed)*,262531730,Chatey,Bang Kapi,13.75442,100.64155,Entire home/apt,720,15,6,2022-11-17,0.14,2,321,3,2022.0,11,Very High (271-365 days)
8125,35755991,Cozy 6pax townhouse/Train Night Market ★HuaiKwang★,268971546,Anon,Huai Khwang,13.77846,100.57891,Entire home/apt,2000,3,34,2022-12-19,0.8,2,172,8,2022.0,12,Moderat (91-180 days)
8127,35759537,"Living Naraa, Sathorn/Near BRT/ Sathorn&Silom #ble",237763185,"Living Naraa,",Sathon,13.71679,100.53091,Entire home/apt,560,1,2,2022-11-26,1.43,5,352,2,2022.0,11,Very High (271-365 days)
8130,35635184,Livingnest 5 sw,268084284,Jojoe,Bang Kapi,13.76264,100.64155,Entire home/apt,550,30,4,2022-11-30,0.44,2,297,4,2022.0,11,Very High (271-365 days)
8134,35773185,FREE 24 hr shuttle AIRPORT 10 min+BREAKFAST+DELUXE,43652003,Peack,Lat Krabang,13.71943,100.78854,Hotel room,1399,1,29,2022-12-24,0.68,4,361,14,2022.0,12,Very High (271-365 days)
8136,35307206,Luxury 1BR/Center BKK+CBD/BTS PhromPhong,152018136,Tony,Khlong Toei,13.72644,100.56607,Entire home/apt,1466,1,156,2022-12-26,3.62,12,96,71,2022.0,12,Moderat (91-180 days)
8140,35329051,Cosy apartment close to Airport Link Station,36808034,Lalana,Suanluang,13.7457,100.60339,Entire home/apt,876,1,122,2022-12-20,2.99,2,117,47,2022.0,12,Moderat (91-180 days)
8141,35338035,The Best and Cheap private room near Khaosan ! 509,266047791,First,Phra Nakhon,13.75151,100.50357,Private room,1094,1,4,2022-12-19,0.1,5,334,2,2022.0,12,Very High (271-365 days)
8142,35339614,"IDEO S93 (Condo) 50m to Bangchak BTS, Sukhumvit Rd",48472530,Sasitorn,Phra Khanong,13.69753,100.60373,Entire home/apt,870,10,19,2022-10-18,0.45,1,104,6,2022.0,10,Moderat (91-180 days)
8144,35355395,Thai private House in old town Bangkok 3 bedrooms*,93816219,Thunder M.,Bangkok Noi,13.75674,100.47819,Entire home/apt,3445,1,27,2022-12-13,0.64,7,362,7,2022.0,12,Very High (271-365 days)
8145,35357645,Modern Room located in Sukhumvit area,199624792,Ho,Vadhana,13.72555,100.59231,Entire home/apt,1400,21,1,2022-08-28,0.24,23,115,1,2022.0,8,Moderat (91-180 days)
8150,35363994,Cozy House City center BTS&MRT,67662233,Shatchawan,Khlong Toei,13.7193415,100.5631652,Entire home/apt,5760,1,1,2022-12-15,1.0,1,355,1,2022.0,12,Very High (271-365 days)
8156,35783182,Modern Luxury Suites - CBD Bangkok (100sqm),36199099,Ohh,Sathon,13.72351,100.55008,Entire home/apt,3500,30,3,2022-11-02,0.07,2,335,1,2022.0,11,Very High (271-365 days)
8157,35786821,通罗一居室/伊卡迈街区·NANA·个性化房间·游泳池·免费停车·中文接待·曼谷中心城区,264864968,Tricia,Khlong Toei,13.71707,100.57723,Entire home/apt,1443,3,139,2022-08-16,3.26,44,169,2,2022.0,8,Moderat (91-180 days)
8159,35790516,"Charming, renovated home near Mahanakhon tower",26029855,Floyd,Bang Rak,13.72701,100.52734,Entire home/apt,1781,7,3,2022-09-25,0.08,2,114,2,2022.0,9,Moderat (91-180 days)
8165,35795579,Achcha no.1 - queen bed with private bath (3 fl.),181645695,Jitsupa,Bangkok Yai,13.7376,100.48547,Private room,850,1,2,2022-04-10,0.23,3,0,2,2022.0,4,
8167,35655767,Exquisite double apartment Stylish pool + gym,128943709,Rain,Khlong Toei,13.71408,100.56918,Entire home/apt,1286,7,8,2022-09-06,0.22,26,149,2,2022.0,9,Moderat (91-180 days)
8168,36394855,Cozy place near airport - 1 min to shopping mall,14352584,Hostbox,Lat Krabang,13.72286,100.72272,Private room,730,1,4,2022-09-01,0.11,3,358,1,2022.0,9,Very High (271-365 days)
8169,35805719,"LivingNaraa, Sathorn/NearBRT/Sathorn &Silom Yellow",237763185,"Living Naraa,",Sathon,13.71663,100.53211,Private room,560,1,8,2022-11-10,0.2,5,146,6,2022.0,11,Moderat (91-180 days)
8170,35806811,White House Hostel Family (4pax) Shared Bathroom,266898220,Piti,Ratchathewi,13.7534,100.53822,Hotel room,1214,1,8,2022-08-05,0.19,17,320,1,2022.0,8,Very High (271-365 days)
8173,35812105,Business suit.Luxury sky swimming pool. EM 2 Siam,115758511,JSHome Luxury,Khlong Toei,13.71604,100.57046,Entire home/apt,2457,1,7,2022-10-20,0.17,22,78,5,2022.0,10,Low (0-90 days)
8182,35825430,Newly Renovated Chillax 1BR near BTS Ari,251475219,Kanomping,Phaya Thai,13.78169,100.54934,Entire home/apt,1754,1,65,2022-12-16,1.56,11,344,30,2022.0,12,Very High (271-365 days)
8186,36010848,FL18SV  1bed room  Sathorn old town food street,21393261,SiamLife,Sathon,13.70828,100.52571,Entire home/apt,1500,7,2,2022-11-30,0.05,17,253,1,2022.0,11,High (181-270 days)
8187,36395928,New Contemporary & Spacious Studio near Skytrain,251475219,Kanomping,Phaya Thai,13.7838,100.54922,Entire home/apt,1550,1,31,2022-12-10,0.74,11,340,14,2022.0,12,Very High (271-365 days)
8189,36397956,"Neveu:The Casa, 5 bedrooms Apt@MRT Sutthisan",29488167,Potae Pongthorn,Din Daeng,13.79078,100.57375,Entire home/apt,8573,1,39,2022-12-18,0.94,9,308,28,2022.0,12,Very High (271-365 days)
8204,35833343,2BR-SKYLINE GALLERY-Phrakhanong BTS-漂亮的房子-WiFi,4138170,Kevin,Vadhana,13.72122,100.60329,Entire home/apt,2186,1,120,2022-12-13,2.8,11,342,26,2022.0,12,Very High (271-365 days)
8206,36401353,mali. 1MIN to Ploenchit BTS/ 4BR Duplex Penthouse,269394073,Mali,Parthum Wan,13.74265,100.54932,Entire home/apt,8881,1,101,2022-12-25,2.4,2,251,46,2022.0,12,High (181-270 days)
8209,35850717,Cozy room near BTS Surasak_POOL&GYM_Pool view,19356683,Jira,Sathon,13.70975,100.51835,Entire home/apt,1897,1,29,2022-11-21,0.68,1,130,3,2022.0,11,Moderat (91-180 days)
8212,36078343,bts onnut 素坤逸50 酒店式公寓 超高性价比套房双床房,207453281,Hua,Khlong Toei,13.70433,100.59968,Entire home/apt,843,2,11,2022-11-10,0.26,20,112,6,2022.0,11,Moderat (91-180 days)
8213,36412623,4 pax 800THB per Night | Srinakarin  [Free Wifi],55341671,Virut,Pra Wet,13.70101,100.67619,Entire home/apt,804,7,14,2022-12-24,0.37,4,132,10,2022.0,12,Moderat (91-180 days)
8214,36423332,at BTS/metro New luxury room + free wifi 2/2,24838982,Apinun,Thon buri,13.71109,100.47085,Private room,520,1,62,2022-12-13,1.5,5,149,26,2022.0,12,Moderat (91-180 days)
8215,36079903,Budget Apartment (near stadium 10 mins by walk),125635242,New,Bang Kapi,13.75826,100.61409,Private room,450,1,6,2022-12-17,0.15,2,353,4,2022.0,12,Very High (271-365 days)
8219,35863482,White House Hostel Deluxe Room Shared Bathroom,266898220,Piti,Ratchathewi,13.7534,100.53822,Hotel room,786,1,8,2022-12-07,0.19,17,333,3,2022.0,12,Very High (271-365 days)
8223,36427849,at BTS/metro New luxury room + free wifi 3/1,24838982,Apinun,Thon buri,13.71062,100.47084,Private room,456,1,76,2022-12-13,1.8,5,137,29,2022.0,12,Moderat (91-180 days)
8224,36428213,at BTS/metro New luxury room + free wifi 3/2,24838982,Apinun,Thon buri,13.71246,100.47286,Private room,488,1,106,2022-12-10,2.52,5,133,46,2022.0,12,Moderat (91-180 days)
8225,36428876,at BTS/metro New luxury room + free wifi 3/3,24838982,Apinun,Thon buri,13.71091,100.4728,Private room,455,1,59,2022-05-11,1.41,5,118,4,2022.0,5,Moderat (91-180 days)
8227,36432339,"3 bed/2 bath, 74 sqm near MRT Ratchadapisek (5min)",273923221,Nat,Din Daeng,13.79717,100.57002,Entire home/apt,729,1,31,2022-12-24,0.75,1,221,11,2022.0,12,High (181-270 days)
8228,36432553,The cosy river (Studio deluxe room),257074165,Paul,Khlong San,13.7188,100.50926,Hotel room,1357,1,2,2022-09-04,0.05,4,357,1,2022.0,9,Very High (271-365 days)
8232,36081983,West Wing Mansion+cozy+comfy+you pay what you get,271438253,Pipatpong,Bangkok Yai,13.73522,100.47114,Entire home/apt,500,1,2,2022-10-13,0.05,2,365,1,2022.0,10,Very High (271-365 days)
8235,36084573,New* Streetfront 2BR Boutique Suite/FL4 CityCenter,270928967,Kaem,Ratchathewi,13.75111,100.53793,Private room,1200,1,29,2022-08-19,0.69,9,0,1,2022.0,8,
8239,36434035,Modern 4BR in the heart of Sukhumvit Near BTS Nana,226429939,Apinya,Vadhana,13.73009,100.58703,Private room,6250,1,4,2022-08-29,0.43,9,0,4,2022.0,8,
8243,35888883,Worthy and Privy with 1bedroom in heart of Bangkok,266201330,Siam & Asia,Vadhana,13.72516,100.58289,Entire home/apt,1062,21,6,2022-07-28,0.17,1,147,4,2022.0,7,Moderat (91-180 days)
8246,36458907,Studio 2min walks BTS Phra Khanong Shophouse26 R1,274130755,Shophouse,Vadhana,13.7148,100.59346,Private room,904,1,49,2022-12-27,1.21,6,142,38,2022.0,12,Moderat (91-180 days)
8249,36101363,xiao‘ room   ins风直通泳池阳台房35平一居室公寓,230617227,Yun,Huai Khwang,13.789,100.58305,Entire home/apt,700,5,8,2022-12-06,0.2,1,275,5,2022.0,12,Very High (271-365 days)
8251,36120838,Twin Queen Size Bed + Shared Bathroom+4 ppl,192586951,Pagon,Yan na wa,13.69516,100.53133,Private room,855,1,3,2022-11-27,0.45,8,352,3,2022.0,11,Very High (271-365 days)
8252,36123665,"1 min walk to BTS N1 Station.B. Near Siam, MBK",245924343,Gee,Ratchathewi,13.75053,100.53157,Private room,1529,1,13,2022-11-21,0.32,2,360,2,2022.0,11,Very High (271-365 days)
8253,36140309,曼谷紧邻地铁 asok2站 siam5站 网红泳池简约海洋风公寓,134974883,Yoyo,Bang Kapi,13.74986,100.60573,Entire home/apt,650,28,9,2022-09-30,0.22,8,322,4,2022.0,9,Very High (271-365 days)
8254,36152409,"Cozy 2BD | 7min MRT, Mall, Jodd Fair, Ratchada",38126726,Chatchadaporn,Din Daeng,13.75714,100.5614,Entire home/apt,2597,1,3,2022-12-09,1.8,2,361,3,2022.0,12,Very High (271-365 days)
8255,36157847,Day dream Apartment Bangkok 102,191477654,Hordur Ingi,Ratchathewi,13.76065,100.53989,Private room,484,4,13,2022-09-22,0.32,7,166,6,2022.0,9,Moderat (91-180 days)
8256,36160930,"3BR*Near to Grand Palace, Wat Arun,and Khaosan Rd",133467076,Sakuna,Bang Phlat,13.77095,100.48457,Entire home/apt,4239,1,24,2022-12-22,0.57,1,151,4,2022.0,12,Moderat (91-180 days)
8258,36465019,Newly Renovated Chic Studio w/Balcony near BTS Ari,251475219,Kanomping,Phaya Thai,13.78265,100.54829,Entire home/apt,1529,1,52,2022-11-27,1.24,11,260,25,2022.0,11,High (181-270 days)
8260,36167389,Condo,272010776,Bungonsri,Bangkok Noi,13.76606,100.48758,Entire home/apt,990,1,1,2022-05-10,0.13,2,210,1,2022.0,5,High (181-270 days)
8261,36168401,[1 BEDROOM] CONDO NEAR GRAND PALACE,272010776,Bungonsri,Bang Phlat,13.77271,100.48501,Entire home/apt,800,1,2,2022-07-20,0.2,2,92,2,2022.0,7,Moderat (91-180 days)
8264,35935567,★Center★Movenpick 1BR with Netflix-FreeBTS shuttle,267746594,Windy,Vadhana,13.73986,100.58778,Entire home/apt,1957,28,52,2022-12-24,1.23,37,119,10,2022.0,12,Moderat (91-180 days)
8265,35936988,One bedroom Apt (kitchen+Free cleaning)Lumpini MRT,15214203,Bee,Sathon,13.72046,100.54753,Hotel room,1500,1,5,2022-04-13,0.14,29,333,1,2022.0,4,Very High (271-365 days)
8266,35947470,Bangkok BTS On Nut 1B Condo Full-equiped Wifi 2PPL,268042167,Mika,Khlong Toei,13.70344,100.59363,Entire home/apt,1500,7,4,2022-10-04,0.09,4,153,1,2022.0,10,Moderat (91-180 days)
8267,36471254,BTS On Nut: 1 Min to Mall/7-11/GYM - The Base East,52899944,Chinnawat,Vadhana,13.71379,100.60066,Entire home/apt,824,30,8,2022-12-08,0.24,2,305,5,2022.0,12,Very High (271-365 days)
8271,36184652,"Perfect 1B @Thonglor, Swimming  Pool中文服务",12464021,Rebecca,Khlong Toei,13.71777,100.57622,Entire home/apt,1000,8,62,2022-12-21,1.47,21,144,22,2022.0,12,Moderat (91-180 days)
8272,36489323,Artemis Sukhumvit77,273433017,Natthakan,Suanluang,13.71056,100.60587,Entire home/apt,1000,3,8,2022-07-30,0.21,1,155,3,2022.0,7,Moderat (91-180 days)
8273,36185334,ZZZ Cozy House near Don Mueang Airport - 10 mins,26555568,Peony,Don Mueang,13.92404,100.59842,Private room,700,1,26,2022-12-21,0.63,3,356,6,2022.0,12,Very High (271-365 days)
8275,36188201,Luxury High FL.1BR★One&Only Sky Onsen@Silom-0m MRT,267746594,Windy,Bang Rak,13.73007,100.53076,Entire home/apt,1999,45,16,2022-12-19,0.4,37,105,6,2022.0,12,Moderat (91-180 days)
8276,36496945,Long-term rental at The Rich Condo,128943709,Rain,Khlong San,13.71885,100.50193,Entire home/apt,1500,21,1,2022-12-05,1.0,26,130,1,2022.0,12,Moderat (91-180 days)
8278,36498158,Sleeping friend's house,274418925,ชลธิชา,Don Mueang,13.92167,100.58528,Private room,750,1,5,2022-09-15,0.13,6,180,1,2022.0,9,Moderat (91-180 days)
8280,36193905,7D/No Guest Service Fee/Bumrungrad/NIST/Terminal21,131427125,Jj,Vadhana,13.74766,100.5583,Entire home/apt,3829,15,48,2022-12-25,1.14,10,53,13,2022.0,12,Low (0-90 days)
8283,36504455,The Anonymous Townhouse - The Beach shack,420188,Baker,Bang Rak,13.72483,100.52148,Hotel room,1571,2,66,2022-04-15,1.57,9,25,9,2022.0,4,Low (0-90 days)
8284,36199732,S.family trip/2Bedroom/Wifi/BTS Bang chak,202687159,Steven,Phra Khanong,13.69239,100.59969,Entire home/apt,1700,1,12,2022-11-08,0.33,12,163,6,2022.0,11,Moderat (91-180 days)
8289,36533254,Beautiful apartment+7 minutes by bus to BTS,9550104,Krittiya,Bang Na,13.6614,100.65103,Entire home/apt,950,3,5,2022-12-05,0.14,13,242,3,2022.0,12,High (181-270 days)
8290,36533467,Anonymous Common House - The Aviator (Jacuzzi),194021695,The Anonymous House,Bang Rak,13.72463,100.52335,Entire home/apt,7143,2,129,2022-12-22,3.06,8,37,39,2022.0,12,Low (0-90 days)
8291,36535500,Anonymous Common House - The Himba Tribe,194021695,The Anonymous House,Bang Rak,13.72318,100.52483,Private room,2229,2,72,2022-12-14,1.72,8,43,36,2022.0,12,Low (0-90 days)
8299,36539442,FL22 Central Sathorn old town street luxury apt1BR,21393261,SiamLife,Sathon,13.70625,100.52555,Entire home/apt,1500,7,8,2022-07-31,0.2,17,248,1,2022.0,7,High (181-270 days)
8302,36213915,H高层网红盘湄南河景The tree rio,272358230,Charles,Bang Phlat,13.80106,100.50639,Entire home/apt,1250,100,1,2022-02-01,0.09,28,365,1,2022.0,2,Very High (271-365 days)
8304,35949831,Lovely 2-bedroom with Skyline view near BTS,270422694,Hunter,Thon buri,13.7167,100.48149,Entire home/apt,1112,3,17,2022-12-26,2.49,2,303,17,2022.0,12,Very High (271-365 days)
8305,35953207,Bts On Nut 1B Mono Condo 2ppl full-equiped wifi,268042167,Mika,Khlong Toei,13.70407,100.59371,Entire home/apt,1500,7,7,2022-10-09,0.16,4,135,3,2022.0,10,Moderat (91-180 days)
8306,35953832,Bangkok BTS On Nut full-equiped Condo 2ppl Wifi,268042167,Mika,Khlong Toei,13.70395,100.59557,Entire home/apt,1429,7,7,2022-11-30,0.16,4,113,2,2022.0,11,Moderat (91-180 days)
8308,35964057,~HAP@Sathorn - Room in Bangkok near mrt Lumpini 1~,202672789,Piphat,Sathon,13.72039,100.54822,Private room,1286,1,16,2022-05-12,0.39,26,364,1,2022.0,5,Very High (271-365 days)
8311,35979248,18 floor apartment with 2 bedrooms,135603167,Katemanee,Bang Kapi,13.76251,100.64861,Entire home/apt,450,30,2,2022-10-08,0.05,5,360,1,2022.0,10,Very High (271-365 days)
8316,36220670,Lovely Greenery Escape in the Center of Sathorn,272420982,Guillaume,Sathon,13.71209,100.52101,Entire home/apt,1397,3,32,2022-12-10,0.76,1,325,10,2022.0,12,Very High (271-365 days)
8317,36221293,【HY2】Luxury 1BR/Near BTS train/ Nana/Terminal21,180665650,Karl,Vadhana,13.7435,100.55582,Entire home/apt,2743,3,41,2022-12-11,0.97,4,60,9,2022.0,12,Low (0-90 days)
8319,36223017,S.體驗泰國慢活渡假人生/大泳池/1BR/bts Bang chak(一居室),202687159,Steven,Phra Khanong,13.69268,100.5987,Entire home/apt,950,1,11,2022-11-15,0.29,12,154,6,2022.0,11,Moderat (91-180 days)
8320,36228283,Large Bed with Big Balcony and Outdoor Bathtub,214984794,Sita,Parthum Wan,13.74284,100.52433,Hotel room,3186,1,6,2022-06-22,0.14,10,329,3,2022.0,6,Very High (271-365 days)
8326,36711659,Studio/Great Area/10mins to New Train Night Market,179295136,Chieanchai,Din Daeng,13.77271,100.57156,Entire home/apt,650,2,16,2022-12-12,0.39,22,277,6,2022.0,12,Very High (271-365 days)
8327,36716533,Anonymous Common House - The Dream Catcher (Loft),194021695,The Anonymous House,Bang Rak,13.72343,100.52331,Entire home/apt,2571,1,62,2022-12-21,1.48,8,69,26,2022.0,12,Low (0-90 days)
8332,36728849,Loft room 2 min BTS Phra Khanong working desk R2,274130755,Shophouse,Vadhana,13.71503,100.59381,Private room,670,2,61,2022-12-25,1.47,6,169,43,2022.0,12,Moderat (91-180 days)
8333,36729541,Studio 40 sqm 2 minutes walks BTS PhraKhanong R3,274130755,Shophouse,Vadhana,13.71643,100.59229,Private room,981,1,39,2022-12-25,1.08,6,154,34,2022.0,12,Moderat (91-180 days)
8334,36730309,Cozy room 2min walks BTS Phra Khanong Shophouse26,274130755,Shophouse,Khlong Toei,13.71444,100.59194,Private room,666,2,55,2022-12-21,1.35,6,161,31,2022.0,12,Moderat (91-180 days)
8335,36730328,Large room city view with terrace BTS Phra Khanong,274130755,Shophouse,Vadhana,13.7147,100.59353,Private room,1639,1,65,2022-12-24,1.55,6,146,44,2022.0,12,Moderat (91-180 days)
8344,36573418,Harmony Lardprao 12 R501,105438416,Rachasak,Chatu Chak,13.80932,100.56686,Private room,650,2,31,2022-12-17,0.74,3,261,2,2022.0,12,High (181-270 days)
8345,36254765,Private with windows @Sukumvit near BangchakBTS,195080203,Yosbhat,Phra Khanong,13.69983,100.60673,Private room,350,1,9,2022-12-17,0.23,3,318,7,2022.0,12,Very High (271-365 days)
8346,36255822,Near BKK Airport 10min Free Pick Up+BREAKFAST+Twin,43652003,Peack,Lat Krabang,13.74637,100.77677,Hotel room,1290,1,4,2022-11-06,0.1,4,365,2,2022.0,11,Very High (271-365 days)
8348,36262800,New! Street-front Boutique Suite/BTS Ratchthewi,270928967,Kaem,Ratchathewi,13.75049,100.53626,Private room,1690,1,10,2022-11-01,0.24,9,29,7,2022.0,11,Low (0-90 days)
